1	1
2	2
3	3
3	4
3	5
5	6
5	7
6	8
6	9
7	10
7	11
7	12
7	13
7	14
7	15
7	16
8	8
8	17
8	19
8	20
9	6
9	7
9	22
9	23
10	27
10	28
11	29
11	30
11	31
11	32
12	8
12	34
12	35
12	36
13	37
13	38
13	39
13	40
14	8
14	42
14	43
15	44
16	46
16	47
18	8
18	10
18	48
18	50
19	8
19	53
19	54
19	55
20	56
20	57
20	58
21	59
21	60
21	61
21	62
22	63
23	65
23	66
23	67
24	68
24	69
24	70
24	71
25	72
25	73
25	74
26	37
26	75
26	76
26	78
26	79
27	81
27	82
27	83
27	84
28	85
28	86
28	87
28	88
28	89
29	4
29	87
29	92
29	93
30	94
30	95
30	96
31	79
31	97
31	99
32	79
32	97
32	99
33	79
33	97
33	99
34	79
34	97
34	99
37	99
37	113
37	114
38	8
38	50
39	8
39	117
39	118
39	120
39	121
39	122
39	123
39	124
40	10
40	50
40	128
41	8
41	50
42	117
42	135
42	137
44	141
44	142
44	143
45	144
46	141
46	142
46	145
46	147
48	37
48	151
49	153
49	154
50	62
50	155
50	156
50	158
51	87
51	159
51	160
51	162
51	163
52	46
52	164
52	165
53	167
53	168
54	169
54	170
54	171
54	172
54	173
55	65
55	175
55	176
55	177
56	178
57	179
57	180
57	181
59	53
60	37
61	6
61	188
61	190
61	191
61	192
61	193
61	194
62	1
62	6
62	17
62	191
62	199
62	200
63	37
63	73
63	201
64	204
65	205
66	37
67	2
68	37
68	208
68	210
72	220
73	37
73	208
73	222
73	224
74	170
74	228
75	179
75	229
75	230
75	232
76	236
77	73
77	222
78	96
79	242
79	245
80	248
80	250
80	251
81	222
81	253
81	255
81	257
82	258
82	259
82	261
83	258
83	264
84	265
84	266
85	99
85	191
85	199
85	200
85	250
85	270
85	271
85	274
85	275
85	6
87	277
87	278
87	279
87	280
87	281
87	282
87	283
87	284
88	179
88	285
88	287
89	37
89	205
89	290
89	291
89	292
90	293
90	294
90	295
91	296
91	297
92	65
92	298
93	6
93	7
93	188
93	301
93	34
94	6
94	305
95	307
95	308
96	257
96	293
96	310
97	37
99	37
99	159
99	314
100	316
101	317
101	318
104	99
104	319
105	43
106	322
106	323
106	324
107	324
108	326
109	326
110	331
111	293
112	333
113	22
113	334
114	99
114	336
115	336
115	340
115	341
115	342
116	58
116	344
116	345
117	346
117	347
117	348
117	349
118	350
118	351
119	6
119	8
119	92
119	353
119	355
119	356
119	357
119	358
120	172
120	360
120	362
120	363
120	364
120	365
121	358
122	171
122	369
123	65
123	370
123	371
123	373
123	374
124	99
124	375
124	376
124	377
124	378
124	380
124	381
124	382
124	383
125	285
125	384
125	385
125	386
125	387
126	389
126	390
126	391
126	392
126	393
126	394
126	395
127	8
127	396
127	398
127	399
127	400
127	401
128	403
128	404
129	402
129	403
130	407
130	408
130	409
130	410
130	411
130	412
130	413
130	414
130	415
131	407
131	409
131	423
132	37
133	37
133	425
136	407
137	376
137	432
137	434
138	435
138	436
139	179
139	213
139	437
139	438
139	439
141	1
141	65
141	443
141	444
141	446
141	447
141	448
141	450
141	451
142	1
142	65
142	443
142	446
142	447
144	10
144	255
144	462
145	470
146	471
147	129
147	474
147	475
148	407
148	409
148	420
148	478
149	212
149	274
149	482
149	483
149	484
150	487
150	488
151	8
151	489
151	490
151	491
152	245
152	493
152	495
153	496
153	497
153	498
153	499
154	500
154	501
154	502
155	503
155	504
156	505
156	506
156	507
156	508
156	509
157	510
157	511
157	512
157	513
158	46
158	450
158	512
158	517
159	505
159	518
159	520
159	521
159	522
160	46
160	505
160	507
160	526
160	529
161	531
161	532
161	535
161	536
162	341
162	537
162	538
162	540
163	490
163	541
163	543
163	544
165	547
165	548
165	549
165	551
166	12
166	257
166	471
166	553
166	554
166	557
166	558
167	560
167	561
167	79
168	99
168	153
169	566
169	567
170	245
170	568
171	245
171	568
172	572
172	575
172	577
172	578
173	65
173	580
173	543
174	584
175	585
175	586
175	558
175	588
176	94
176	590
176	591
176	592
177	554
178	554
179	283
179	596
179	597
179	598
179	599
180	490
180	603
180	604
181	605
182	208
182	607
182	608
182	609
182	611
182	612
184	67
185	293
186	22
186	619
186	620
187	171
188	172
189	120
189	235
189	624
190	626
190	627
190	628
191	8
191	630
191	632
191	633
192	324
192	634
193	636
193	637
193	638
193	639
193	640
193	641
193	642
193	643
193	644
193	645
193	646
193	647
195	531
195	636
195	649
195	650
196	652
196	653
198	37
198	656
199	549
199	657
199	659
200	2
200	99
200	245
200	620
200	662
200	664
