1	1897
2	1897
3	1897
4	1897
5	1897
6	1897
7	1897
8	1897
9	1897
10	1905
11	1905
12	1905
13	1905
14	1905
15	1905
16	1905
17	1905
18	1905
19	1905
20	1905
21	1905
22	1905
23	1905
24	1905
25	1905
26	1905
27	1905
28	1905
29	1905
30	1905
31	1905
32	1905
33	1905
34	1905
35	1905
36	1905
37	1905
38	1905
39	1905
40	1905
41	1905
42	1905
43	1905
44	1905
45	1905
46	1905
47	1905
48	1905
49	1905
50	1905
51	1905
52	1905
53	1905
54	924
55	924
56	924
57	924
58	924
59	924
60	924
61	924
62	924
63	924
64	924
65	924
66	924
67	924
68	924
69	924
70	924
71	924
72	924
73	924
74	924
75	924
76	924
77	924
78	924
79	924
80	924
81	924
82	924
83	924
84	924
85	924
86	924
87	924
88	924
89	924
90	924
91	1906
92	1906
93	1906
94	1906
95	1906
96	1906
97	1906
98	1906
99	1906
100	1906
101	1906
102	1906
103	1906
104	1906
105	1906
106	1906
107	1906
108	1906
109	1906
110	1906
111	1906
112	1906
113	1906
114	1899
115	1899
116	1911
117	1911
118	1911
119	1911
120	1911
121	1911
122	1911
123	1911
124	3393
125	3393
126	3393
127	3393
128	3393
129	3393
130	3393
131	3393
132	1906
133	1906
134	1906
135	1906
136	3393
137	3393
138	3393
139	3393
140	3393
141	3393
142	3393
143	3393
144	3393
145	3393
146	3393
147	3393
148	3393
149	1902
150	1902
151	1902
152	1902
153	1902
154	1902
155	1902
156	1902
157	1902
158	1902
159	1902
160	1902
161	1902
162	1902
163	1902
164	1890
165	1890
166	1890
167	1890
168	1890
169	1890
170	1890
171	1890
172	1902
173	1902
174	1902
175	1890
176	1890
177	1890
178	1890
179	1890
180	1890
181	1890
182	1890
183	1890
184	1904
185	1904
186	1904
187	1904
188	1904
189	1904
190	1904
191	1904
192	1904
193	1904
194	1904
195	1904
196	1904
197	1904
198	1904
199	1904
200	1904
201	1904
202	1904
203	1904
204	1904
205	1883
206	1883
207	1887
208	1887
209	1887
210	1887
211	1887
212	1887
213	1887
214	1887
215	1887
216	1887
217	1887
218	1887
219	1887
220	1887
221	1887
222	1887
223	1887
224	1887
225	924
226	924
227	924
228	1899
229	1899
230	1899
231	1899
232	1899
233	1899
234	1899
235	1899
236	1899
237	1899
238	1899
239	1899
240	1899
241	1899
242	1899
243	1899
244	1899
245	1899
246	1899
247	1899
248	1899
249	1887
250	924
251	924
252	924
253	924
254	924
255	1894
256	1894
257	1894
258	1894
259	1894
260	1894
261	1894
262	1894
263	1894
264	1894
265	1894
266	1894
267	1894
268	1894
269	1894
270	1894
271	1894
272	1894
273	1894
274	1894
275	1894
276	1894
277	1894
278	1894
279	1894
280	1894
281	3395
282	3395
283	3395
284	1896
285	1896
286	1896
287	1896
288	1896
289	1896
290	1896
291	1896
292	3395
293	1914
294	1914
295	1914
296	1914
297	1914
298	1914
299	1914
300	1914
301	1914
302	1914
303	1914
304	1914
305	1914
306	1914
307	1914
308	1914
309	1914
310	1914
311	1914
312	1914
313	1914
314	1914
315	1914
316	1914
317	1914
318	1914
319	1914
320	1914
321	1914
322	1914
323	1914
324	1914
325	1914
326	1914
327	1914
328	1914
329	1914
330	1914
331	1914
332	1914
333	1914
334	1914
335	1914
336	1914
337	1914
338	1914
339	1914
340	1914
341	1914
342	1914
343	1899
344	3391
345	3391
346	3391
347	3391
348	3391
349	3391
350	3391
351	3391
352	3391
353	3391
354	3391
355	3391
356	3391
357	3391
358	3391
359	3391
360	3391
361	3391
362	1886
363	1886
364	1886
365	1886
366	1886
367	1886
368	1886
369	1886
370	1886
371	1886
372	1886
373	1886
374	1886
375	1886
376	1886
377	1891
378	1891
379	1891
380	1891
381	1891
382	1891
383	1891
384	1891
385	1891
386	1891
387	1891
388	1891
389	1891
390	1891
391	1891
392	1891
393	3398
394	3398
395	3398
396	3398
397	3398
398	3400
399	3400
400	1885
401	1885
402	1885
403	1885
404	1885
405	1885
406	1885
407	1885
408	1885
409	1885
410	1885
411	1885
412	1885
415	1903
416	1903
417	1903
418	1903
419	1903
420	1903
421	1903
422	1903
423	1903
424	1903
425	1903
426	1903
427	1903
428	1882
429	1882
430	1882
431	1882
432	1882
433	1882
434	1882
435	1882
436	1882
437	1882
438	1882
439	1882
440	1882
441	1882
442	1882
443	1882
444	1882
445	1882
446	1882
447	1882
448	1892
449	1892
450	1892
451	1892
452	1915
453	1915
454	1915
455	1915
456	1915
457	1915
458	1915
459	1915
460	1915
461	1915
462	1915
463	1915
464	1915
465	1915
466	1915
467	1915
468	1915
469	1915
470	1915
471	1915
472	1900
473	1900
474	1900
475	1900
476	1900
477	1900
478	1900
479	1900
480	3396
481	3396
482	3396
483	3396
484	3396
485	3396
486	3396
487	3396
488	3396
489	3396
490	3396
491	3396
492	3396
493	3396
494	3396
495	3396
496	3396
497	3396
498	3396
499	3396
500	3396
501	3396
502	3396
503	3396
504	3396
505	3396
506	3396
507	3396
508	3396
509	3396
510	3396
511	3396
512	3396
513	3396
514	3396
515	3396
516	3396
517	1878
518	1878
519	1878
520	1878
521	1878
522	1878
523	1878
524	1878
525	1878
526	1878
527	1878
528	1878
529	1878
530	1878
531	1878
532	1878
533	1878
534	1878
535	1878
536	1878
537	1878
538	1878
539	1878
540	1878
541	1879
542	1879
543	1879
544	1879
545	1879
546	1879
547	1879
548	1879
549	1879
550	1879
551	1879
552	1879
553	1879
554	1879
555	1879
556	1879
557	1879
558	1881
559	1881
560	1893
561	1893
562	1893
563	1893
564	1893
565	1893
566	1893
567	1893
568	1893
569	1893
570	1893
571	1893
572	1893
573	1893
574	1893
575	1893
576	1893
598	1916
599	1916
600	1916
601	1916
602	1916
603	1916
604	1916
605	1916
606	1916
607	1916
608	1916
609	1916
610	1916
611	1909
612	1909
613	1909
614	1909
615	1909
616	1909
617	1909
618	1909
619	1909
620	1909
621	1909
622	1909
623	1909
624	1909
625	1909
626	1909
627	1909
628	1909
629	1909
630	1909
631	1909
632	1909
633	1884
634	1884
635	1884
636	1884
637	1884
638	1884
639	1884
657	1912
658	1912
659	1912
660	1912
661	1912
662	1912
663	1912
664	1912
665	1912
666	1912
667	1912
668	1912
669	1912
670	1912
671	1912
672	1912
673	1912
674	1912
675	1912
676	1912
677	1912
678	1912
679	1912
680	1912
681	1912
682	1912
683	1912
684	1912
685	1912
686	1912
687	1912
688	1912
689	1912
690	1912
691	3394
692	3394
693	3394
694	3394
695	3394
696	3394
697	3394
698	3394
699	3394
700	3394
701	3394
702	3394
703	3394
704	3394
705	3394
706	3394
707	3394
708	3394
709	3394
710	3394
711	3394
712	3394
713	3394
714	3394
715	1604
716	1604
717	1604
718	1604
719	1604
720	1604
721	1604
722	1604
723	1604
724	1604
725	1604
726	1604
727	1604
728	1604
729	1604
730	1604
731	1604
732	1604
733	1604
734	1604
735	1604
736	1604
805	3397
806	3397
807	3397
808	3397
809	3397
810	3397
811	3397
812	3397
813	3397
814	3397
815	3397
816	3397
817	3397
818	3397
819	3397
820	3397
821	3397
822	3397
823	3397
824	3397
825	3397
826	3397
827	3397
828	3397
829	3397
830	3397
831	3397
832	3397
833	3401
834	3401
835	3401
836	3401
837	3401
838	3401
839	3401
840	3401
841	3401
842	3401
843	3401
844	3401
845	3401
846	3401
847	3401
848	3401
849	3401
850	3401
851	3401
852	3401
853	3401
854	3401
855	3401
856	3401
857	3401
858	3401
859	3401
860	3401
861	3401
862	3401
863	3401
864	3401
865	3401
866	3401
867	3401
868	3401
869	3401
870	3401
871	3401
872	3401
873	3401
414	1885
413	3402
414	3402
413	1885
577	1880
577	3390
578	1880
579	1880
580	1880
581	1880
582	1880
583	1880
584	1880
585	1880
578	3390
579	3390
580	3390
581	3390
582	3390
583	3390
584	3390
585	3390
586	3389
587	3389
588	3389
589	3389
590	3389
591	3389
592	3389
593	3389
594	3389
595	3389
596	3389
597	3389
586	1910
587	1910
588	1910
589	1910
590	1910
591	1910
592	1910
593	1910
594	1910
595	1910
596	1910
597	1910
640	1913
641	1913
642	1913
643	1913
644	1913
645	1913
646	1913
647	1913
648	1913
649	1913
650	1913
651	1913
652	1913
653	1913
654	1913
655	1913
656	1913
640	3399
641	3399
642	3399
643	3399
644	3399
645	3399
646	3399
647	3399
648	3399
649	3399
650	3399
651	3399
652	3399
653	3399
654	3399
655	3399
656	3399
737	1889
738	1889
739	1889
740	1889
741	1889
742	1889
743	1889
744	1889
745	1889
746	1889
747	1889
748	1889
749	1889
750	1889
751	1889
752	1889
753	1889
754	1889
755	1889
756	1889
757	1889
758	1889
759	1889
760	1889
761	1889
762	1889
763	1889
737	1888
738	1888
739	1888
740	1888
741	1888
742	1888
743	1888
744	1888
745	1888
746	1888
747	1888
748	1888
749	1888
750	1888
751	1888
752	1888
753	1888
754	1888
755	1888
756	1888
757	1888
758	1888
759	1888
760	1888
761	1888
762	1888
763	1888
764	3403
765	3403
766	3403
767	3403
768	3403
769	3403
770	3403
771	3403
772	3403
773	3403
774	3403
775	3403
776	3403
777	3403
778	3403
779	3403
780	3403
781	3403
782	3403
783	3403
784	3403
785	3403
786	3403
787	3403
788	3403
789	3403
790	3403
791	3403
792	3403
793	3403
794	3403
795	3403
796	3403
797	3403
798	3403
799	3403
800	3403
801	3403
802	3403
803	3403
804	3403
764	1901
765	1901
766	1901
767	1901
768	1901
769	1901
770	1901
771	1901
772	1901
773	1901
774	1901
775	1901
776	1901
777	1901
778	1901
779	1901
780	1901
781	1901
782	1901
783	1901
784	1901
785	1901
786	1901
787	1901
788	1901
789	1901
790	1901
791	1901
