1353	Novios			
1359	Viaje			
1361	Suegra			
1362	Murió			
1366	Gregorio Díez			
1373	Restaurante			
1377	Botón			
1378	De Negro			
1379	Morir			
1383	Carnaval			
1387	Rezar			
1388	Rosario De La Aurora			
1390	Sermonear			
1391	Religión			
1392	Misiones			
1397	Prima			
1398	Pantano			
1403	Mier			
1404	Esparcir			
1408	Ordoño			
1416	Guardia Civil			
1418	Estraperlo			
1420	Comprar			
1422	Carnicería			
1423	Negocio			
1427	Mismo Día			
1440	Maestros			
1441	Chicos			
1442	Chicas			
1445	Cordón			
1446	De Gala			
1453	Centro De Ocio			
1455	Familiares			
1457	Invitados			
1458	Familiarmente			
1459	Mujer			
1460	Hecha Y Derecha			
1461	Cuadra			
1467	Sagrada			
1468	Colcha			
1473	Trapitos			
1474	Colchas			
1475	Carros Engalanados			
1479	Coronita			
1481	Bolsina De Pedir			
1482	Familiar			
1484	Los Mismos			
1488	Bisabuelos			
1489	Casadas			
1499	Militares			
1500	Enviar			
1502	Bisabuela			
1506	Pas			
1507	Venta Ambulante			
1512	Fincas			
1514	Hermana			
1518	Rosas			
1525	Obediente			
1538	Modista			
1539	Corte			
1540	Confección			
1541	Sayos			
1548	Gallinero			
1556	Amistad			
1560	Mojas			
1561	Profesora			
1563	Corona			
1565	Profesar			
1568	Zapatos			
1570	Árboles			
1571	Colegio			
1575	Librar			
1577	Compañeros			
1580	Apuesto			
1584	Chavalín			
1595	Cadena De Reloj			
1596	Pañuelico			
1599	Crisantemos			
1608	Tuy			
1619	Peseta			
1621	Alegría			
1629	Cédula			
1630	Fielato			
1631	Pena			
1633	Madera			
1634	Primitiva			
1635	Aserradero			
1637	Industria			
1639	Carros			
1640	Escuadrillas			
1641	Negrillo			
1642	Chopo			
1643	Roble			
1647	Serrín			
1649	Gmc			
1651	Rachos			
1653	Panadería			
1657	Ahorrar			
1659	Pegaso			
1664	Grúa			
1668	Evolución			
1669	Importación			
1670	Crisis			
1675	Jugar			
1679	Piedras			
1680	Burro			
1683	Tierra			
1689	La Misma			
1690	Tirar			
1694	Nevar			
1696	Paraguas			
1697	Bolas			
1699	Chuquito			
1705	Arregladas			
1710	Crucifijo			
1711	Reclinatorio			
1712	Peonías			
1715	Sagrado Corazón			
1717	Hombres			
1723	Portal			
1736	Doña Marina			
1739	Urbanidad			
1740	Civismo			
1742	Domar			
1745	Recto			
1746	Catequesis			
1748	Catecismo			
1751	Tender			
1754	Regar			
1758	Balde			
1762	San Miguelín			
1766	Primo			
1780	Arreglar			
1782	Palenque			
1785	Cubas			
1793	Vivir			
1795	Ceremonia			
1809	Destacada			
1814	Villimer			
1816	Jerusalén			
1817	Exquisitos			
1823	Convento			
1827	Tomar El Hábito			
1828	Dominico			
1834	Refinados			
1839	Baños			
1843	Practicantes			
1844	Religiosos			
1845	Canonjía			
1846	Canónigos			
1851	Cena			
1852	Agosto			
1853	Encinar			
1855	Limpiar			
1856	Frejoles			
1858	Quebrantada			
1859	Pasar El Día			
1862	Bar Honrado			
1863	Corte Y Confección			
1875	Pontón			
1877	Pavo			
1900	Vespa			
1921	Gracia			
1923	Hábito			
1924	Santa Teresa			
1931	Franciscanos			
1932	Cruz			
1934	Predicar			
1935	Acto Penitencial			
1937	Ejercicios Espirituales			
1941	Ofertorios			
1958	Educación			
1959	Disciplina			
1960	Enseñanza			
1961	Don Marcos			
1973	Mapa			
1979	Pedir			
1981	Segundo Día			
1982	Pastas			
1984	Doña Serapia			
1986	Recta			
1987	Obedecer			
1996	Escarcha			
1997	Inviernos			
2001	Llover			
2003	Zarzas			
2004	Puertos			
2006	Irse A Bañar			
2012	Juego			
2013	Palmas			
2038	Balón			
2041	Simple			
2042	Inmigrante			
2043	Suiza			
2044	Fútbol			
2045	Emigrantes			
2047	Volvieron			
2052	Serio			
2064	Patinar			
2069	Sábanas			
2078	Cerezal			
2086	Gordini			
2088	Cirila			
2090	Indios			
2091	Vaqueros			
2092	Fragua			
2093	Herrero			
2094	Barra			
2098	Charcos,			
2104	Raposos			
2105	Corbatines			
2106	Mote			
2107	Peceros			
2114	Elegante			
2117	Buen Mozo			
2119	Galán			
2126	Estropeada			
2137	Criina			
2138	Chiquitina			
2141	Guardo			
2142	Casa De Fotografía			
2144	Rinconada			
2146	Monjita			
2147	Prao Molino			
2153	Cuadros			
2154	Falda			
2167	Juego Bolos			
